OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,BsmtFinSF1,1stFlrSF,GarageCars,GarageArea,LotArea,TotRmsAbvGrd,Age,Neighborhood,YearRemodAdd,MasVnrArea,BsmtUnfSF,FullBath,LotFrontage,WoodDeckSF,GarageYrBlt,GarageType
8,1652,1494,0,1196,1652,2,499,5330,6,7,StoneBr,2000,0.0,298,2,41.0,96,2000.0,Attchd
5,970,970,0,630,970,2,624,8480,5,44,Sawyer,1963,0.0,340,1,80.0,0,1996.0,Detchd
6,1493,1478,0,994,1493,2,508,13125,7,11,CollgCr,1998,215.0,484,2,75.0,140,1997.0,Attchd
9,2643,2153,574,0,2069,3,694,13693,9,1,NridgHt,2006,772.0,2153,2,105.0,414,2006.0,BuiltIn
8,1718,1705,0,1288,1718,3,826,10637,7,2,CollgCr,2008,336.0,417,2,79.0,208,2007.0,Attchd
4,1131,907,0,168,1131,2,672,5925,7,70,OldTown,2000,435.0,739,1,50.0,0,1995.0,Detchd
9,1850,1833,0,1261,1850,3,772,16033,8,2,NridgHt,2005,378.0,572,2,98.0,519,2004.0,Attchd
9,1792,1792,0,1567,1792,3,874,11846,6,3,NridgHt,2004,562.0,225,2,72.0,206,2003.0,Attchd
7,1826,910,910,299,916,1,164,2500,7,94,OldTown,2005,0.0,611,1,50.0,0,1915.0,Attchd
6,1216,1216,0,897,1216,2,402,4500,5,8,Mitchel,1998,116.0,319,2,32.0,0,1998.0,Attchd
5,999,999,0,588,999,1,264,7758,6,45,Sawyer,2001,0.0,411,1,69.0,0,1963.0,Detchd
5,1113,1113,0,607,1113,1,264,9600,5,59,NAmes,2007,0.0,506,1,80.0,0,1950.0,Attchd
5,1073,1073,0,836,1073,2,515,10289,6,42,NAmes,1965,168.0,237,1,79.0,0,1965.0,Attchd
5,1484,1484,0,998,1484,2,487,12243,7,36,NWAmes,1971,0.0,486,2,70.0,224,1971.0,Attchd
5,2414,954,648,664,1766,2,520,10800,10,106,OldTown,1970,0.0,290,2,60.0,142,1970.0,Attchd
4,630,630,0,515,630,1,286,1526,3,39,MeadowV,2002,0.0,115,1,21.0,0,1970.0,Attchd
5,1304,264,688,0,616,1,336,2665,4,32,MeadowV,1976,0.0,264,1,69.0,141,1976.0,BuiltIn
6,1578,806,620,403,958,1,240,9490,5,65,NAmes,1950,0.0,238,1,79.0,0,1941.0,Attchd
6,1456,728,728,0,728,2,429,15578,8,0,Gilbert,2006,0.0,728,2,105.0,0,2006.0,Attchd
5,1269,1269,0,374,1269,1,308,7931,6,48,NAmes,1960,0.0,363,1,70.0,0,1964.0,Detchd
5,886,190,0,0,886,1,273,5784,4,71,OldTown,1996,0.0,190,1,50.0,144,1938.0,Attchd
4,720,720,0,495,720,0,0,7879,4,89,IDOTRR,1950,0.0,225,1,60.0,0,1980.0,missing
8,3228,3200,0,1231,3228,2,546,12692,10,15,NoRidge,1993,0.0,1969,3,69.0,264,1992.0,Attchd
7,1820,1026,687,329,1133,1,240,9120,8,83,BrkSide,1950,0.0,697,2,60.0,0,1925.0,Detchd
5,899,864,0,450,899,1,288,7800,5,42,Sawyer,2004,89.0,414,1,65.0,64,1967.0,Attchd
5,912,912,0,111,912,1,297,7535,5,49,NAmes,1985,0.0,522,1,70.0,12,1958.0,Attchd
6,1218,672,546,356,672,1,264,1890,7,34,BrDale,1973,285.0,316,1,21.0,144,1973.0,Detchd
7,1768,866,902,400,866,2,603,9803,7,3,Somerst,2005,0.0,466,2,75.0,0,2005.0,Attchd
5,1214,1214,0,698,1214,2,461,9170,6,42,Edwards,1965,0.0,420,1,70.0,0,1965.0,Detchd
7,1801,1501,0,1247,1801,2,484,15602,6,51,Crawfor,1997,0.0,254,2,100.0,0,1959.0,Attchd
6,1322,855,467,257,855,2,440,2308,6,35,NPkVill,1974,0.0,103,2,24.0,260,1974.0,Attchd
5,1960,960,1000,0,960,2,400,7596,10,57,OldTown,1952,360.0,960,2,60.0,0,1952.0,Detchd
8,1911,777,846,380,1065,2,471,9554,8,13,SawyerW,1994,125.0,397,2,80.0,182,1993.0,Attchd
6,1218,1218,0,27,1218,2,676,7862,4,0,Somerst,2009,0.0,1191,2,75.0,0,2009.0,Attchd
7,1378,689,689,141,689,2,360,9600,7,80,OldTown,2005,0.0,548,2,60.0,0,1928.0,Detchd
5,1041,1041,0,991,1041,1,270,9600,6,50,NAmes,1959,132.0,50,1,80.0,224,1959.0,Attchd
5,1363,1008,0,650,1363,1,288,14559,6,58,NAmes,2000,70.0,178,1,75.0,324,1951.0,CarPort
7,1368,1368,0,0,1368,2,474,6792,6,1,NridgHt,2006,94.0,1368,2,40.0,132,2005.0,Attchd
5,864,864,0,521,864,2,624,9100,5,48,NAmes,1958,0.0,169,1,70.0,0,1964.0,Detchd
6,1080,1084,0,336,1080,2,484,9187,5,24,Mitchel,1983,0.0,748,1,71.0,120,1983.0,Attchd
5,789,768,0,0,789,1,200,10594,5,81,Crawfor,1950,0.0,768,1,55.0,0,1926.0,Detchd
10,2020,2006,0,1436,2020,3,900,12220,9,0,NridgHt,2009,305.0,570,2,94.0,156,2009.0,Attchd
6,2119,689,741,0,1378,2,583,10448,7,37,NWAmes,1972,333.0,689,2,69.0,0,1972.0,Attchd
7,2344,1264,1067,0,1277,3,889,10208,7,13,NoRidge,1997,921.0,1264,2,79.0,220,1996.0,Attchd
6,1796,794,914,706,882,2,546,9531,7,9,CollgCr,1998,0.0,88,2,69.0,0,1998.0,Attchd
7,2080,1276,804,0,1276,1,282,10918,9,83,Crawfor,2004,0.0,1276,1,53.0,0,1926.0,Detchd
4,1294,0,600,0,694,0,0,10800,7,108,OldTown,2000,0.0,0,2,60.0,220,1980.0,missing
6,1244,1244,0,777,1244,1,336,11988,6,50,NAmes,1957,0.0,467,1,90.0,0,1957.0,Attchd
6,1664,1004,660,399,1004,2,420,5000,7,59,BrkSide,1950,0.0,605,2,50.0,0,1950.0,Detchd
10,4676,3138,1538,2260,3138,3,884,40094,11,0,Edwards,2008,762.0,878,3,130.0,208,2007.0,BuiltIn
7,2398,1379,1015,719,1383,3,834,11787,8,11,NoRidge,1997,594.0,660,2,95.0,239,1996.0,Attchd
7,1266,1257,0,0,1266,2,453,7500,6,1,Somerst,2005,0.0,1257,2,62.0,38,2005.0,Attchd
5,928,928,0,377,928,1,252,13300,4,51,NAmes,2000,0.0,551,1,70.0,261,1956.0,Attchd
9,2713,1452,1237,1330,1476,3,858,14948,11,0,NridgHt,2008,268.0,122,2,67.0,126,2008.0,Attchd
4,605,528,0,348,605,0,0,9098,5,87,Edwards,2002,0.0,180,1,58.0,0,1980.0,missing
6,2515,2035,0,1219,2515,2,484,32668,9,50,Crawfor,1975,0.0,816,3,69.0,0,1975.0,Attchd
6,1509,1461,0,783,1509,2,600,10200,5,20,Timber,1989,219.0,678,2,85.0,224,1988.0,Attchd
6,1362,611,611,0,751,2,502,6155,6,88,BrkSide,1999,0.0,611,2,60.0,0,1920.0,Detchd
5,827,0,0,0,827,1,392,7200,5,55,NAmes,2007,0.0,0,1,60.0,0,1967.0,Detchd
1,334,0,0,0,334,0,0,5000,2,61,BrkSide,1950,0.0,0,1,50.0,0,1980.0,missing
8,1414,707,707,0,707,2,403,9056,6,2,Gilbert,2004,0.0,707,2,74.0,100,2004.0,Attchd
5,1347,1117,527,969,820,0,0,7000,5,98,Edwards,1991,0.0,148,1,70.0,85,1980.0,missing
7,1724,880,844,0,880,2,527,8924,8,10,CollgCr,1999,0.0,880,2,57.0,120,1998.0,Attchd
4,864,864,0,600,864,2,576,12735,5,36,NAmes,1972,0.0,264,1,69.0,216,1980.0,Detchd
5,1159,1051,0,673,1159,1,336,11553,7,38,Sawyer,1968,188.0,378,1,69.0,466,1968.0,Attchd
8,1601,1581,0,1358,1601,2,670,11423,6,9,CollgCr,2002,479.0,223,2,69.0,180,2001.0,Attchd
9,1838,1838,0,1260,1838,3,765,14601,8,3,Timber,2006,584.0,578,2,85.0,270,2006.0,Attchd
8,2285,969,1288,0,997,3,648,11000,8,7,NoRidge,2000,72.0,969,2,69.0,0,2000.0,BuiltIn
7,1680,1650,0,144,1680,2,583,10140,7,11,NWAmes,1999,0.0,379,2,78.0,78,1998.0,Attchd
7,767,723,0,584,767,1,367,4058,4,9,NAmes,1998,182.0,0,1,34.0,120,1998.0,Attchd
7,1496,654,832,554,664,2,426,17104,7,0,Gilbert,2006,0.0,100,2,58.0,100,2006.0,Attchd
7,2183,1204,806,1002,1377,3,786,13837,9,18,NWAmes,1988,178.0,0,2,69.0,0,1988.0,Attchd
6,1635,1065,720,300,915,2,440,8737,6,84,BrkSide,1950,0.0,765,1,70.0,0,1950.0,Detchd
5,768,768,0,619,768,2,624,7244,5,37,Mitchel,1970,0.0,149,1,54.0,104,1987.0,Detchd
5,825,825,0,180,825,2,720,8235,4,53,OldTown,1995,0.0,0,1,49.0,140,1963.0,Detchd
7,2094,912,1182,0,912,2,615,9375,8,6,Somerst,2004,0.0,912,2,75.0,182,2003.0,BuiltIn
6,1069,1069,0,559,1069,2,440,4043,4,31,NPkVill,1977,0.0,510,2,53.0,0,1977.0,Attchd
5,928,928,0,308,928,1,288,6000,5,51,OldTown,1957,0.0,620,1,50.0,0,1957.0,Attchd
8,1717,1709,0,0,1717,3,908,11146,7,3,NridgHt,2006,250.0,1709,2,87.0,169,2006.0,Attchd
4,1126,0,0,0,1126,2,520,8777,5,60,Edwards,2003,0.0,0,2,67.0,0,2002.0,Detchd
7,2046,998,1040,866,1006,3,871,10625,8,5,NridgHt,2004,292.0,132,2,85.0,320,2003.0,BuiltIn
5,1048,993,0,0,1048,1,280,6380,5,84,BrkSide,1950,0.0,993,1,58.0,0,1922.0,Detchd
5,1092,1092,0,895,1092,1,299,14850,6,49,NAmes,1957,0.0,197,1,69.0,268,1957.0,Attchd
4,1336,637,439,637,897,1,570,11040,7,86,IDOTRR,1950,0.0,0,1,60.0,0,1994.0,CarPort
7,1446,729,717,604,729,2,406,21872,6,12,Gilbert,1997,0.0,125,2,57.0,264,1996.0,Attchd
7,1557,1374,0,0,1557,2,420,3196,7,3,Blmngtn,2004,18.0,1374,2,69.0,143,2003.0,Attchd
5,1392,1392,0,1302,1392,2,528,11341,5,53,Sawyer,1996,180.0,90,1,69.0,0,1957.0,Detchd
5,1389,1389,0,1071,1389,2,418,10010,6,32,Mitchel,1975,0.0,195,1,77.0,240,1975.0,Attchd
5,996,996,0,290,996,0,0,13907,6,68,Edwards,1969,0.0,706,1,63.0,144,1980.0,missing
6,1674,1163,511,0,1163,2,396,21780,8,90,Edwards,1950,0.0,1163,2,66.0,72,1955.0,Detchd
7,2295,1095,1129,728,1166,2,590,13346,9,14,NoRidge,2000,0.0,367,2,69.0,0,1992.0,Attchd
6,1647,806,806,0,841,1,216,6858,6,95,SWISU,1950,0.0,806,1,66.0,0,1920.0,Detchd
9,2504,1122,1370,0,1134,3,656,11198,11,3,StoneBr,2007,245.0,1122,2,77.0,144,2005.0,BuiltIn
7,1535,1517,0,2,1535,2,532,10171,7,6,NridgHt,2004,168.0,1515,2,70.0,0,2004.0,Attchd
8,2132,1496,636,1441,1496,2,612,12327,5,26,SawyerW,2009,0.0,55,1,79.0,349,1983.0,BuiltIn
5,943,943,0,943,943,2,600,7032,4,27,NAmes,1979,0.0,0,1,69.0,42,1979.0,Detchd
5,1728,1728,0,231,1728,2,576,13101,10,43,NAmes,1965,108.0,1497,2,74.0,0,1987.0,Detchd
6,864,864,0,414,864,1,288,7332,4,47,NAmes,1959,207.0,450,1,60.0,168,1959.0,Attchd
7,1692,846,846,0,846,2,650,13159,6,0,Timber,2009,0.0,846,2,83.0,208,2009.0,Attchd
7,1430,384,656,0,774,2,400,9967,8,7,Gilbert,2000,0.0,384,2,76.0,100,2000.0,BuiltIn
5,1109,372,533,349,576,1,288,10500,5,36,NAmes,2005,82.0,23,1,70.0,35,1971.0,BuiltIn
5,1216,832,384,442,832,1,336,8480,6,61,NAmes,1950,0.0,390,1,80.0,158,1947.0,Detchd
7,1477,861,600,0,877,1,216,6292,6,81,SWISU,1950,0.0,861,2,52.0,0,1928.0,Detchd
5,1320,1164,0,328,1320,2,564,11777,6,40,Sawyer,1966,97.0,285,1,96.0,160,1966.0,Attchd
7,1392,689,689,0,703,2,540,3604,5,1,Somerst,2007,0.0,689,2,34.0,0,2007.0,Detchd
5,1795,1050,745,0,1050,1,352,12150,7,54,OldTown,1954,335.0,1050,2,81.0,0,1954.0,Attchd
6,1429,1144,0,594,1429,2,572,14585,7,47,NAmes,1987,85.0,331,1,69.0,216,1960.0,Attchd
8,2042,2042,0,0,2042,3,1390,12704,8,1,NridgHt,2009,306.0,2042,2,98.0,0,2009.0,Attchd
6,816,816,0,816,816,0,0,11841,5,17,Edwards,1990,104.0,0,1,81.0,0,1980.0,missing
10,2775,1237,1254,0,1521,2,880,13500,9,115,OldTown,2000,0.0,1237,3,75.0,105,1988.0,Detchd
4,1573,884,584,0,989,1,240,6120,6,74,BrkSide,1995,0.0,884,1,51.0,0,1935.0,Detchd
8,2028,1868,0,1460,2028,3,880,11443,7,1,Timber,2006,208.0,408,2,88.0,326,2005.0,Attchd
6,838,816,0,210,838,1,275,10267,5,90,BrkSide,2000,0.0,0,1,55.0,0,1961.0,Detchd
5,860,840,0,672,860,2,528,8740,4,27,Sawyer,1982,0.0,168,1,74.0,0,1996.0,Detchd
5,1473,1437,0,1324,1473,1,452,25095,5,41,ClearCr,2003,0.0,113,1,65.0,0,1968.0,Attchd
5,935,742,0,0,779,1,308,9100,4,78,BrkSide,1960,0.0,742,1,50.0,0,1988.0,Detchd
7,1582,770,812,490,770,2,520,8320,6,4,CollgCr,2004,0.0,280,2,64.0,0,2004.0,Attchd
10,2296,1722,568,1338,1728,3,842,13478,10,1,NridgHt,2008,420.0,384,2,97.0,382,2008.0,BuiltIn
5,816,816,0,816,816,2,816,6600,4,26,Mitchel,2003,0.0,0,1,60.0,0,1985.0,Detchd
6,848,848,0,685,848,2,420,4435,4,6,CollgCr,2003,170.0,163,1,69.0,140,2003.0,Attchd
5,924,924,0,0,924,1,280,7990,5,33,CollgCr,1975,0.0,924,1,88.0,0,1981.0,Detchd
8,1826,1814,0,1422,1826,3,758,11302,7,1,StoneBr,2006,238.0,392,2,69.0,180,2005.0,Attchd
6,1368,684,684,0,684,1,216,3600,7,96,OldTown,1993,0.0,684,1,60.0,0,1930.0,Detchd
7,1402,1258,0,0,1402,3,648,3922,7,1,Blmngtn,2007,72.0,1258,0,53.0,120,2006.0,Attchd
5,1647,1430,0,1283,1647,2,621,12984,7,29,Crawfor,1977,459.0,0,2,80.0,0,1977.0,Attchd
6,1556,716,840,81,716,2,452,1950,6,28,Blueste,1980,0.0,23,2,24.0,161,1980.0,Attchd
8,1904,1058,846,546,1058,2,736,10927,8,1,NridgHt,2005,280.0,512,2,74.0,179,2003.0,BuiltIn
6,1375,780,595,0,780,1,544,9000,6,70,IDOTRR,1950,0.0,780,1,50.0,0,1979.0,Detchd
8,1915,908,988,789,927,2,506,10041,8,14,SawyerW,1992,0.0,119,2,80.0,120,1992.0,Attchd
7,1200,600,600,0,600,2,480,3182,4,6,Somerst,2005,0.0,600,2,30.0,0,2004.0,Detchd
7,1494,1494,0,922,1494,2,530,12803,6,6,CollgCr,2002,99.0,572,2,88.0,192,2002.0,Attchd
7,1986,768,800,454,1186,2,486,13600,7,44,NAmes,1990,176.0,314,2,85.0,0,1965.0,Attchd
5,1040,1040,0,732,1040,2,576,12464,6,13,CollgCr,1996,0.0,308,1,82.0,168,2000.0,Detchd
5,2008,896,896,603,1112,1,230,7800,8,58,Edwards,2002,0.0,293,3,78.0,103,1948.0,Attchd
8,3194,965,1254,428,1940,2,380,12168,10,73,Crawfor,1998,0.0,537,2,78.0,0,1934.0,Basment
4,1029,1029,0,903,1029,1,261,7943,5,46,Sawyer,1961,192.0,126,1,61.0,64,1961.0,Attchd
9,2153,1440,677,904,1476,3,736,11050,8,9,CollgCr,2000,204.0,536,2,69.0,253,2000.0,Attchd
6,1032,1032,0,605,1032,2,564,10395,6,29,NWAmes,1978,233.0,427,2,69.0,0,1978.0,Attchd
8,1872,1299,573,990,1299,2,531,11885,7,8,CollgCr,2001,108.0,309,2,69.0,160,2001.0,BuiltIn
5,1120,1120,0,206,1120,0,0,8402,6,0,Mitchel,2007,0.0,914,1,70.0,0,1980.0,missing
4,630,630,0,150,630,0,0,1491,3,38,MeadowV,1972,0.0,0,1,21.0,96,1980.0,missing
6,1054,936,0,763,1054,2,480,8800,6,47,NAmes,1963,156.0,173,1,80.0,120,1963.0,Attchd
6,1509,783,702,457,807,2,393,7861,7,4,Gilbert,2003,0.0,326,2,69.0,100,2002.0,Attchd
6,832,832,0,0,832,2,528,7227,4,54,NAmes,1954,0.0,832,1,59.0,0,1962.0,Detchd
9,1828,1822,0,48,1828,3,774,11694,9,0,NridgHt,2007,452.0,1774,2,90.0,0,2007.0,Attchd
8,2262,1482,780,871,1482,3,749,12244,10,5,Timber,2003,226.0,611,2,85.0,168,2003.0,Attchd
3,864,864,0,41,864,0,0,8248,5,94,Edwards,1950,0.0,823,1,45.0,0,1980.0,missing
6,2614,1522,1066,956,1548,2,624,10800,9,34,NWAmes,1997,0.0,384,2,90.0,38,1974.0,Attchd
5,980,980,0,560,980,2,484,7064,6,32,Sawyer,1977,153.0,420,1,71.0,192,1986.0,Detchd
6,1512,756,756,420,756,2,440,2117,4,7,Somerst,2000,513.0,336,2,69.0,0,2000.0,Detchd
6,1790,732,778,247,1012,2,484,10400,8,34,NWAmes,1972,288.0,485,1,80.0,148,1972.0,Attchd
6,1116,1116,0,0,1116,2,440,10000,5,48,NAmes,1962,261.0,1116,1,87.0,0,1962.0,Attchd
5,1422,978,0,0,1422,1,286,12342,6,47,NAmes,1978,0.0,978,1,69.0,0,1960.0,Attchd
6,1520,1156,0,674,1520,1,364,9600,7,55,NAmes,1972,164.0,350,1,80.0,0,1955.0,Basment
5,2080,1040,1040,650,1040,2,504,11606,9,38,NAmes,1969,192.0,390,1,70.0,335,1969.0,Attchd
6,1350,1248,0,624,1350,2,520,9020,6,44,NAmes,1964,259.0,288,1,82.0,176,1964.0,Attchd
5,1750,636,661,0,1089,1,240,9000,8,126,OldTown,1991,0.0,636,1,50.0,0,1937.0,Detchd
8,1554,1554,0,24,1554,2,627,4590,6,1,NridgHt,2006,108.0,1530,2,34.0,156,2006.0,Attchd
7,1411,1386,0,822,1411,2,544,11900,6,32,NWAmes,1977,209.0,564,2,85.0,192,1977.0,Attchd
5,1056,1056,0,480,1056,1,260,9250,6,53,NAmes,2005,0.0,108,1,80.0,390,1954.0,Attchd
6,1056,1056,0,1056,1056,2,576,6979,4,30,OldTown,1980,0.0,0,0,64.0,264,1980.0,Detchd
6,3395,1440,1440,256,1440,0,0,10896,14,93,SWISU,1995,0.0,1184,2,60.0,0,1980.0,missing
2,800,264,0,0,800,0,0,6120,4,73,BrkSide,1950,0.0,264,1,51.0,0,1980.0,missing
5,1387,811,576,0,811,1,256,6000,7,55,OldTown,1954,0.0,811,2,50.0,0,1954.0,BuiltIn
5,796,796,0,0,796,0,0,8777,4,98,Edwards,1950,0.0,796,1,67.0,328,1980.0,missing
8,1567,1520,0,1154,1567,3,648,3982,7,0,Blmngtn,2006,0.0,366,2,53.0,312,2006.0,Attchd
8,1518,1518,0,1218,1518,2,588,12677,6,5,NridgHt,2004,472.0,300,1,62.0,185,2003.0,Attchd
7,1929,1057,872,738,1057,2,650,7050,7,6,Somerst,2001,0.0,319,2,69.0,0,2001.0,Attchd
8,2704,1952,704,1410,2000,2,538,13860,9,37,NAmes,1995,0.0,542,2,75.0,269,1972.0,Attchd
5,1620,780,840,493,780,2,462,10793,7,38,NWAmes,1969,263.0,0,2,80.0,208,1969.0,Attchd
9,1766,1766,0,1121,1766,3,478,9187,7,0,Somerst,2009,162.0,645,2,85.0,195,2009.0,Attchd
6,981,981,0,282,981,2,576,10530,5,36,NAmes,1971,0.0,664,1,69.0,0,1979.0,Detchd
5,1048,0,0,0,1048,2,420,7200,7,58,NAmes,1950,0.0,0,1,60.0,0,1950.0,Detchd
6,1094,1094,0,500,1094,2,495,10452,5,55,Edwards,1953,216.0,594,1,85.0,0,1953.0,Attchd
6,1839,756,788,0,1051,2,442,7700,7,44,NAmes,1966,351.0,756,1,70.0,0,1966.0,Attchd
4,630,630,0,131,630,0,0,1936,3,37,MeadowV,1970,0.0,0,1,21.0,0,1980.0,missing
7,1665,813,843,0,822,2,562,8125,7,1,Somerst,2007,0.0,813,2,65.0,0,2007.0,Attchd
4,1510,755,755,0,755,1,296,9084,7,69,Edwards,1950,0.0,755,1,60.0,120,1940.0,Detchd
7,1716,880,807,0,909,2,512,8750,7,13,CollgCr,1996,0.0,880,2,70.0,0,1996.0,Attchd
6,1469,756,713,0,756,1,216,10320,7,102,IDOTRR,1995,0.0,756,1,60.0,57,1906.0,Detchd
8,2113,2109,0,1696,2113,3,839,10437,7,13,NoRidge,1995,660.0,413,2,91.0,236,1995.0,Attchd
6,1092,525,567,0,525,1,264,1680,6,39,BrDale,1971,381.0,525,1,21.0,0,1971.0,Detchd
5,1053,1053,0,806,1053,1,312,10007,5,49,NAmes,2006,54.0,247,1,72.0,0,1959.0,Attchd
7,1502,776,651,0,851,1,270,7200,6,77,Crawfor,2000,0.0,776,1,60.0,0,1931.0,Attchd
6,1458,912,546,0,912,1,330,17503,6,62,NAmes,1950,0.0,912,1,78.0,192,1948.0,Attchd
5,1486,1486,0,637,1486,2,480,9937,7,45,Edwards,1999,0.0,849,1,75.0,0,1968.0,Detchd
7,1935,793,793,0,1142,2,550,12384,7,31,NWAmes,1976,233.0,793,2,69.0,0,1976.0,Attchd
8,2448,1629,762,1361,1686,3,711,46589,8,15,NoRidge,2005,528.0,88,2,52.0,517,1994.0,Attchd
6,1392,1392,0,0,1392,2,576,13560,5,41,NAmes,1968,216.0,1392,1,120.0,0,1968.0,Attchd
4,1181,1138,0,920,1181,2,588,10012,6,36,Edwards,1972,0.0,38,2,90.0,0,1974.0,Detchd
8,2097,2077,0,1721,2097,3,1134,20896,8,1,Somerst,2006,0.0,356,1,49.0,192,2005.0,Attchd
8,1936,1406,482,0,1454,2,504,11194,7,6,Gilbert,2000,40.0,1406,2,106.0,188,2000.0,Attchd
6,2380,1021,915,187,1465,2,596,18450,7,42,NAmes,1979,113.0,111,2,69.0,0,1965.0,CarPort
6,1679,1408,0,1138,1679,2,575,8125,7,14,SawyerW,1998,258.0,270,2,65.0,224,1994.0,Attchd
5,1437,1188,0,988,1437,2,576,14175,6,50,Sawyer,1987,0.0,200,1,69.0,304,1999.0,Detchd
4,1180,700,0,0,1180,1,252,11600,5,84,Crawfor,1950,0.0,700,1,80.0,0,1922.0,Detchd
6,1476,738,738,193,738,2,540,8633,7,4,CollgCr,2005,0.0,545,2,64.0,100,2005.0,Attchd
6,1369,672,672,551,697,1,300,6629,6,84,Edwards,1950,0.0,121,2,54.0,147,1930.0,Detchd
6,1208,1208,0,767,1208,2,546,11250,6,29,Veenker,1977,0.0,441,1,69.0,198,1977.0,Attchd
6,1839,1477,0,1186,1839,2,416,14442,7,50,Crawfor,2004,106.0,291,2,110.0,0,1957.0,Attchd
6,1136,1136,0,892,1136,1,384,9200,5,43,NAmes,1965,0.0,244,1,80.0,426,1965.0,Attchd
6,1441,855,586,311,855,2,440,2289,7,31,NPkVill,1978,0.0,544,2,24.0,28,1978.0,Attchd
4,1774,1095,679,0,1095,3,779,9600,8,106,OldTown,1950,0.0,1095,2,60.0,0,1920.0,2Types
5,792,768,0,0,792,1,240,9022,5,85,OldTown,2006,0.0,768,1,52.0,316,1924.0,Detchd
8,2046,2046,0,0,2046,3,834,11844,7,1,StoneBr,2008,464.0,2046,2,80.0,322,2008.0,Attchd
5,988,988,0,827,988,2,572,9945,5,46,Sawyer,1961,57.0,161,1,69.0,0,1963.0,Detchd
6,923,923,0,543,923,1,264,8012,5,30,SawyerW,1980,0.0,261,2,50.0,80,1980.0,Attchd
5,1520,793,672,182,848,1,281,4500,6,77,SWISU,2000,0.0,611,1,55.0,0,1968.0,Detchd
6,1291,1291,0,1003,1291,2,431,2887,6,12,ClearCr,1997,0.0,288,1,69.0,307,1996.0,Attchd
9,1668,1626,0,1059,1668,3,702,11248,7,5,CollgCr,2002,215.0,567,2,90.0,257,2002.0,Attchd
7,1839,1195,644,0,1195,2,486,16770,7,12,NoRidge,1998,30.0,1195,2,58.0,0,1998.0,Attchd
7,2090,1190,900,828,1190,2,577,5062,6,23,StoneBr,1984,0.0,180,2,69.0,219,1984.0,Attchd
7,1761,874,887,0,874,2,578,10207,7,0,Somerst,2007,0.0,874,3,84.0,144,2007.0,Attchd
7,1102,551,551,239,551,2,480,5105,4,3,Somerst,2004,0.0,312,2,69.0,0,2004.0,Detchd
8,1419,1419,0,945,1419,2,567,8089,7,0,StoneBr,2007,0.0,474,2,60.0,140,2007.0,Attchd
6,1362,1362,0,20,1362,2,460,7577,6,2,NridgHt,2006,256.0,1342,2,61.0,192,2005.0,Attchd
6,848,848,0,697,848,2,420,4426,3,4,CollgCr,2004,147.0,151,1,69.0,149,2004.0,Attchd
10,4316,2444,1872,1455,2444,3,832,21535,10,13,NoRidge,1995,1170.0,989,3,104.0,382,1994.0,Attchd
7,2519,1210,1281,965,1238,2,628,26178,9,17,Timber,1990,293.0,245,2,42.0,320,1989.0,Attchd
5,1073,1073,0,0,1073,1,326,5400,4,85,OldTown,1968,0.0,1073,1,60.0,0,1968.0,Detchd
5,1539,927,472,0,1067,2,576,6120,5,73,BrkSide,1950,0.0,927,1,51.0,112,1995.0,Detchd
6,1137,1112,0,980,1137,2,551,13811,5,19,Timber,1987,72.0,92,2,54.0,125,1987.0,Attchd
5,616,616,0,616,616,1,205,6000,4,85,BrkSide,1950,0.0,0,1,50.0,0,1921.0,Detchd
5,1148,980,0,210,1148,1,308,6420,6,54,Edwards,1952,0.0,219,1,57.0,0,1952.0,Detchd
5,894,894,0,553,894,1,336,8450,5,45,Sawyer,2009,0.0,224,1,65.0,416,1973.0,Detchd
7,1391,1391,0,16,1391,2,530,4282,5,4,Somerst,2004,0.0,1375,2,59.0,156,2004.0,Attchd
8,1800,1800,0,1274,1800,3,765,14331,7,4,Timber,2002,630.0,526,2,85.0,270,2002.0,Attchd
7,1164,1164,0,0,1164,2,528,9600,6,37,NWAmes,1969,168.0,1164,1,80.0,0,1969.0,Attchd
8,2576,1234,1312,0,1264,3,666,12438,10,0,StoneBr,2006,466.0,1234,2,82.0,324,2006.0,BuiltIn
5,1812,360,780,0,1032,2,672,7630,8,110,OldTown,1996,0.0,360,2,76.0,344,1999.0,Detchd
7,1484,1473,0,712,1484,2,606,8400,7,6,CollgCr,2005,109.0,761,2,70.0,0,2004.0,Attchd
4,1092,0,720,0,372,0,0,5600,7,80,IDOTRR,1950,0.0,0,2,70.0,0,1980.0,missing
7,1824,1643,0,1219,1824,2,739,115149,5,36,ClearCr,2002,351.0,424,2,69.0,380,1971.0,Attchd
8,1324,1324,0,863,1324,2,550,6240,6,3,NridgHt,2006,176.0,461,2,48.0,192,2006.0,Attchd
7,1456,728,728,0,728,2,400,9018,8,0,Gilbert,2007,0.0,728,2,65.0,100,2007.0,Attchd
5,904,876,0,0,904,1,408,7162,6,42,Sawyer,1966,41.0,876,1,69.0,0,1966.0,Attchd
3,729,270,0,0,729,0,0,4130,5,73,BrkSide,2003,0.0,270,1,56.0,0,1980.0,missing
4,1178,859,319,0,859,1,384,8712,7,110,IDOTRR,1950,0.0,859,1,66.0,68,1964.0,Detchd
8,1228,1228,0,767,1228,2,472,4671,5,20,StoneBr,1989,0.0,461,2,40.0,168,1988.0,Attchd
