OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,BsmtFinSF1,1stFlrSF,GarageCars,GarageArea,LotArea,TotRmsAbvGrd,Age,Neighborhood,YearRemodAdd,MasVnrArea,BsmtUnfSF,FullBath,LotFrontage,WoodDeckSF,GarageYrBlt,GarageType
9,1720,1720.0,0,1104.0,1720,3.0,846.0,10816,8,1,CollgCr,2008,364.0,616.0,2,65.0,208,2008.0,Attchd
8,1468,1468.0,0,0.0,1468,3.0,904.0,9178,6,1,CollgCr,2008,0.0,1468.0,2,71.0,192,2008.0,Attchd
8,1838,1838.0,0,1359.0,1838,2.0,524.0,11422,7,2,CollgCr,2008,352.0,479.0,2,77.0,154,2007.0,Attchd
7,1290,1282.0,0,902.0,1290,2.0,662.0,6762,6,2,CollgCr,2007,0.0,380.0,2,64.0,168,2007.0,Attchd
8,1254,1254.0,0,872.0,1254,3.0,810.0,10324,5,1,CollgCr,2008,140.0,382.0,2,95.0,168,2008.0,Attchd
8,1498,1498.0,0,24.0,1498,3.0,844.0,11645,7,4,CollgCr,2006,76.0,1474.0,2,78.0,144,2005.0,Attchd
6,1422,704.0,718,0.0,704,2.0,440.0,11646,7,4,CollgCr,2006,0.0,704.0,2,79.0,36,2005.0,Attchd
7,1759,1449.0,815,800.0,944,2.0,525.0,16698,7,17,ClearCr,1993,0.0,649.0,2,67.0,150,1992.0,Attchd
5,990,990.0,0,755.0,990,1.0,440.0,9757,5,15,CollgCr,1994,0.0,235.0,1,65.0,66,1995.0,Attchd
7,1463,1463.0,0,950.0,1463,2.0,539.0,14753,5,11,CollgCr,1998,0.0,513.0,2,65.0,0,1998.0,Attchd
6,1772,928.0,844,606.0,928,2.0,492.0,8750,7,11,CollgCr,1998,120.0,322.0,2,70.0,150,1998.0,Attchd
7,1444,1431.0,0,1259.0,1444,2.0,577.0,10739,6,7,CollgCr,2001,68.0,172.0,2,65.0,144,2002.0,Attchd
7,1492,1492.0,0,24.0,1492,2.0,608.0,11166,6,8,CollgCr,2001,180.0,1468.0,2,75.0,0,2001.0,Attchd
5,907,907.0,0,625.0,907,1.0,343.0,16269,5,31,CollgCr,1978,76.0,282.0,1,67.0,72,1978.0,Attchd
5,914,914.0,0,710.0,914,2.0,444.0,6950,5,30,CollgCr,1979,40.0,132.0,1,76.0,0,1979.0,Attchd
7,1611,1569.0,0,1234.0,1611,3.0,1231.0,11664,6,7,CollgCr,2002,0.0,335.0,2,90.0,262,2002.0,Attchd
8,2184,1068.0,1116,0.0,1068,2.0,570.0,12334,8,6,CollgCr,2003,198.0,1068.0,2,67.0,192,2003.0,BuiltIn
7,1725,840.0,885,0.0,840,2.0,550.0,8749,6,7,CollgCr,2002,0.0,840.0,2,70.0,0,2002.0,Attchd
7,1870,944.0,926,0.0,944,2.0,608.0,11250,6,8,CollgCr,2001,0.0,944.0,2,67.0,256,2001.0,Attchd
8,1513,1462.0,0,1246.0,1513,2.0,521.0,15750,5,10,CollgCr,2000,260.0,216.0,2,90.0,135,1999.0,Attchd
8,1828,1822.0,0,1360.0,1828,2.0,523.0,12782,7,7,CollgCr,2003,164.0,462.0,2,67.0,194,2002.0,Attchd
7,1417,1417.0,0,1111.0,1417,2.0,511.0,8750,7,12,CollgCr,1998,209.0,306.0,2,70.0,60,1997.0,Attchd
8,1602,1578.0,0,1478.0,1602,3.0,810.0,10200,7,2,CollgCr,2007,180.0,100.0,2,85.0,0,2007.0,Attchd
6,1396,608.0,788,0.0,608,2.0,440.0,11069,6,2,CollgCr,2007,0.0,608.0,2,85.0,100,2007.0,BuiltIn
4,1149,1014.0,0,399.0,1149,1.0,544.0,10682,7,49,Edwards,1971,0.0,615.0,1,80.0,0,1968.0,2Types
6,1072,547.0,0,547.0,1072,2.0,525.0,3675,5,4,Edwards,2006,80.0,0.0,1,35.0,0,2005.0,Basment
4,876,876.0,0,332.0,876,1.0,320.0,6410,5,50,Edwards,1959,0.0,301.0,1,64.0,0,1959.0,Detchd
5,1368,1078.0,0,1078.0,1368,1.0,195.0,11767,6,59,Edwards,1950,0.0,0.0,1,70.0,0,1950.0,Attchd
5,1678,1678.0,0,0.0,1678,0.0,0.0,10926,10,50,Edwards,1959,74.0,1678.0,2,65.0,0,1979.0,missing
5,1560,1150.0,0,546.0,1560,1.0,313.0,11767,7,53,Edwards,1956,259.0,604.0,1,70.0,0,1956.0,Attchd
5,1298,720.0,444,626.0,854,1.0,256.0,8212,6,68,Edwards,1950,0.0,94.0,1,45.0,84,1940.0,Detchd
5,1268,832.0,436,832.0,832,1.0,250.0,6300,7,71,SWISU,1950,88.0,0.0,1,70.0,0,1938.0,Basment
6,1242,583.0,595,0.0,647,1.0,180.0,5707,6,74,SWISU,1950,0.0,583.0,1,43.0,329,1926.0,Detchd
6,1232,816.0,0,0.0,1232,2.0,440.0,8574,6,93,Crawfor,2000,0.0,816.0,1,64.0,0,1916.0,Detchd
7,1228,600.0,600,0.0,628,1.0,215.0,7155,6,91,Crawfor,1990,0.0,600.0,1,53.0,0,1918.0,Detchd
5,1567,840.0,727,728.0,840,2.0,440.0,13680,6,69,Crawfor,1950,0.0,112.0,1,60.0,0,1961.0,Detchd
5,1273,1273.0,0,793.0,1273,1.0,307.0,14680,5,49,Crawfor,1960,0.0,480.0,1,80.0,483,1960.0,Attchd
7,2480,920.0,1240,246.0,1240,2.0,400.0,8145,12,69,Crawfor,1950,0.0,674.0,2,67.0,0,1940.0,Detchd
5,1112,1112.0,0,154.0,1112,1.0,390.0,9100,6,55,Crawfor,1954,0.0,264.0,1,70.0,0,1954.0,Attchd
6,1561,1561.0,0,65.0,1561,2.0,463.0,13339,6,49,Crawfor,1960,132.0,621.0,2,90.0,0,1960.0,Attchd
5,1523,1067.0,537,312.0,986,1.0,295.0,15600,7,60,Crawfor,2005,0.0,248.0,2,78.0,0,1949.0,Attchd
6,1906,1310.0,0,784.0,1906,2.0,576.0,17500,6,55,Crawfor,1954,420.0,91.0,1,100.0,0,1954.0,Basment
6,1032,516.0,516,0.0,516,2.0,452.0,1733,5,29,Blueste,1980,0.0,516.0,1,24.0,279,1980.0,Detchd
6,1229,561.0,668,471.0,561,2.0,462.0,1488,5,29,Blueste,1992,0.0,90.0,1,24.0,176,1980.0,Attchd
6,1229,561.0,668,0.0,561,2.0,462.0,1612,5,29,Blueste,1980,0.0,561.0,1,24.0,154,1980.0,Attchd
6,1982,572.0,800,454.0,1182,2.0,501.0,13607,6,23,Crawfor,1986,242.0,118.0,2,67.0,400,1986.0,BuiltIn
7,2365,1803.0,0,803.0,2365,2.0,551.0,17597,7,38,Crawfor,2009,0.0,581.0,2,67.0,200,1971.0,Attchd
5,2168,760.0,928,0.0,928,2.0,576.0,8660,11,109,IDOTRR,1993,0.0,760.0,2,50.0,467,1998.0,Detchd
4,572,572.0,0,0.0,572,1.0,200.0,10200,4,84,IDOTRR,1950,0.0,572.0,1,60.0,0,1940.0,Detchd
8,1648,1596.0,0,1476.0,1648,2.0,482.0,3843,5,2,Crawfor,2008,174.0,120.0,2,44.0,162,2007.0,Attchd
2,810,0.0,0,0.0,810,1.0,280.0,21780,4,99,IDOTRR,1950,0.0,0.0,1,109.0,119,1975.0,Detchd
8,2052,1107.0,1012,445.0,1040,3.0,642.0,10125,7,9,Mitchel,2001,0.0,412.0,2,75.0,210,2000.0,BuiltIn
6,926,902.0,0,767.0,926,1.0,351.0,9750,5,32,Mitchel,1977,0.0,135.0,1,75.0,319,1977.0,Attchd
6,1287,957.0,0,841.0,1287,2.0,541.0,9360,5,32,Mitchel,1977,0.0,0.0,1,72.0,302,1977.0,Attchd
5,1595,1582.0,0,55.0,1595,2.0,672.0,11070,5,18,Mitchel,1991,0.0,1527.0,2,82.0,0,1991.0,Detchd
9,2036,2190.0,0,1758.0,2036,3.0,780.0,13438,9,1,Timber,2008,246.0,432.0,2,113.0,90,2008.0,Attchd
9,1641,1641.0,0,1115.0,1641,3.0,885.0,14463,7,1,Timber,2008,406.0,526.0,2,79.0,0,2008.0,Attchd
6,2237,712.0,862,462.0,1375,2.0,440.0,9839,7,29,Timber,2006,0.0,250.0,2,67.0,305,1980.0,BuiltIn
7,1479,1645.0,0,904.0,1479,2.0,578.0,14419,7,22,Timber,1989,310.0,117.0,2,125.0,224,1987.0,Attchd
7,2014,912.0,942,0.0,1072,2.0,486.0,9157,9,6,Timber,2003,0.0,912.0,2,75.0,124,2003.0,Attchd
9,1978,1978.0,0,1640.0,1978,3.0,920.0,12633,7,2,Timber,2007,290.0,338.0,2,85.0,308,2007.0,Attchd
5,1008,1008.0,0,532.0,1008,1.0,384.0,12518,6,41,Mitchel,1968,182.0,476.0,1,75.0,144,1968.0,Attchd
5,1404,1188.0,0,594.0,1404,2.0,504.0,13383,7,40,Mitchel,2000,176.0,594.0,2,83.0,0,1969.0,Attchd
5,796,796.0,0,720.0,796,1.0,336.0,7689,4,37,Mitchel,1972,0.0,0.0,1,50.0,138,1998.0,Detchd
6,1091,384.0,0,114.0,1091,1.0,429.0,7706,5,16,Mitchel,1996,0.0,0.0,1,62.0,280,1993.0,Attchd
5,883,828.0,0,718.0,883,2.0,698.0,7669,5,17,Mitchel,1993,0.0,0.0,1,70.0,100,1998.0,Detchd
5,1287,624.0,663,330.0,624,2.0,440.0,10429,6,17,Mitchel,1992,0.0,294.0,1,62.0,150,2001.0,Detchd
5,1632,784.0,848,496.0,784,2.0,898.0,10457,7,40,Mitchel,1969,178.0,0.0,1,70.0,0,1969.0,Attchd
6,1604,926.0,678,706.0,926,2.0,470.0,8702,7,11,Gilbert,1998,0.0,220.0,2,72.0,0,1997.0,Attchd
6,1470,680.0,790,476.0,680,2.0,420.0,8139,7,13,Gilbert,1996,119.0,204.0,2,65.0,192,1995.0,BuiltIn
6,1604,926.0,678,851.0,926,2.0,472.0,9535,7,10,Gilbert,1998,0.0,75.0,2,59.0,100,1998.0,Attchd
6,1636,916.0,720,138.0,916,2.0,386.0,15038,7,12,Gilbert,1996,0.0,778.0,2,67.0,168,1996.0,Attchd
5,1384,1348.0,0,450.0,1384,2.0,404.0,14137,7,12,Gilbert,1997,0.0,898.0,2,53.0,0,1996.0,Attchd
8,1682,1664.0,0,656.0,1682,2.0,528.0,6264,6,11,StoneBr,1997,0.0,1008.0,1,45.0,0,1997.0,Attchd
8,1280,1280.0,0,0.0,1280,2.0,506.0,5070,5,16,StoneBr,1992,0.0,1280.0,2,39.0,0,1992.0,Attchd
6,1633,932.0,701,0.0,932,2.0,460.0,11184,7,10,Gilbert,1998,0.0,932.0,2,73.0,0,1998.0,Attchd
6,1709,836.0,858,504.0,851,2.0,416.0,14067,7,17,Gilbert,1991,194.0,332.0,2,67.0,0,1991.0,Attchd
8,1337,1337.0,0,319.0,1337,2.0,462.0,5950,5,19,StoneBr,1989,0.0,1018.0,2,65.0,0,1989.0,Attchd
8,2500,1168.0,1332,16.0,1168,3.0,683.0,13543,9,3,StoneBr,2005,130.0,1152.0,3,101.0,192,2005.0,BuiltIn
9,1884,1884.0,0,1337.0,1884,3.0,670.0,15401,7,4,StoneBr,2004,296.0,547.0,2,53.0,214,2004.0,Attchd
6,1474,1632.0,0,0.0,1474,2.0,495.0,31220,7,56,Gilbert,1952,0.0,1632.0,1,67.0,0,1952.0,Attchd
9,1710,1710.0,0,1034.0,1710,2.0,557.0,8118,6,1,StoneBr,2007,178.0,676.0,2,60.0,156,2007.0,Attchd
6,1488,1488.0,0,0.0,1488,2.0,738.0,47280,6,58,Gilbert,1950,44.0,1488.0,2,67.0,0,1950.0,Attchd
7,1688,1675.0,0,983.0,1688,2.0,528.0,12680,6,20,NWAmes,1988,102.0,692.0,2,63.0,0,1988.0,Attchd
7,1260,1260.0,0,747.0,1260,2.0,598.0,10825,6,25,NWAmes,1983,174.0,513.0,2,67.0,152,1983.0,Attchd
7,2064,2048.0,0,1206.0,2064,2.0,550.0,18559,7,30,NWAmes,1978,383.0,656.0,2,56.0,200,1978.0,Attchd
7,1782,1782.0,0,864.0,1782,2.0,551.0,14450,6,29,NWAmes,1979,194.0,469.0,2,85.0,467,1979.0,Attchd
6,1211,1211.0,0,890.0,1211,2.0,461.0,13068,6,32,NWAmes,1976,621.0,273.0,2,90.0,0,1976.0,Attchd
7,2044,738.0,767,0.0,1277,2.0,489.0,10400,7,28,NWAmes,1988,280.0,738.0,2,80.0,28,1980.0,Attchd
5,1308,720.0,588,280.0,720,2.0,484.0,9743,7,39,NWAmes,1969,0.0,440.0,1,75.0,0,1969.0,Detchd
7,2840,1420.0,1420,988.0,1420,4.0,1314.0,12511,8,30,NWAmes,1978,168.0,432.0,2,67.0,0,1978.0,Attchd
6,1444,1444.0,0,0.0,1444,2.0,473.0,10400,5,32,NWAmes,1976,120.0,1444.0,2,80.0,0,1976.0,Attchd
8,2340,1236.0,1104,1023.0,1236,3.0,787.0,14311,9,12,NWAmes,1996,402.0,213.0,2,67.0,192,1996.0,Attchd
5,1792,896.0,896,0.0,896,2.0,480.0,9000,8,34,NAmes,1974,0.0,896.0,2,60.0,0,1982.0,Detchd
4,936,936.0,0,252.0,936,1.0,288.0,10295,4,39,NAmes,1969,72.0,684.0,1,68.0,16,1969.0,Attchd
5,864,864.0,0,119.0,864,2.0,576.0,7560,5,37,NAmes,1971,0.0,132.0,1,63.0,0,1977.0,Detchd
6,987,483.0,504,458.0,483,1.0,264.0,1680,5,35,BrDale,1973,359.0,25.0,1,21.0,52,1973.0,Detchd
6,987,483.0,504,483.0,483,1.0,352.0,1890,5,36,BrDale,1972,422.0,0.0,1,21.0,411,1975.0,Detchd
5,1302,630.0,672,350.0,630,1.0,264.0,1680,6,36,BrDale,1972,356.0,280.0,2,21.0,0,1972.0,Detchd
6,1456,855.0,601,286.0,855,2.0,460.0,2308,7,33,NPkVill,1975,0.0,275.0,2,24.0,0,1975.0,Attchd
7,1055,1055.0,0,378.0,1055,2.0,440.0,2529,4,31,NPkVill,1977,0.0,677.0,2,24.0,0,1977.0,Attchd
8,1582,1582.0,0,1012.0,1582,3.0,905.0,12704,7,1,NridgHt,2007,302.0,570.0,2,98.0,209,2007.0,Attchd
8,2464,2418.0,0,1728.0,2464,3.0,650.0,13693,9,1,NridgHt,2007,554.0,195.0,2,105.0,358,2007.0,Attchd
9,1950,1950.0,0,1375.0,1950,3.0,706.0,14418,7,1,NridgHt,2007,480.0,575.0,2,104.0,156,2007.0,Attchd
9,2748,1850.0,898,1420.0,1850,3.0,850.0,13418,9,2,NridgHt,2006,270.0,430.0,2,108.0,212,2006.0,BuiltIn
10,2790,1620.0,1158,1082.0,1632,4.0,1150.0,12539,10,3,NridgHt,2006,468.0,538.0,2,96.0,30,2005.0,BuiltIn
9,2331,1414.0,917,1249.0,1414,3.0,1003.0,12151,9,3,NridgHt,2005,368.0,165.0,2,102.0,192,2005.0,BuiltIn
8,2088,948.0,1140,40.0,948,3.0,656.0,8899,10,1,NridgHt,2007,108.0,908.0,2,74.0,100,2007.0,BuiltIn
8,2332,1148.0,1162,856.0,1170,3.0,756.0,10574,9,4,NridgHt,2004,126.0,292.0,2,85.0,224,2004.0,BuiltIn
10,2470,2535.0,0,2257.0,2470,3.0,789.0,12720,7,5,NridgHt,2003,680.0,278.0,1,106.0,154,2003.0,Attchd
8,1575,1603.0,0,1149.0,1575,3.0,732.0,10845,7,5,NridgHt,2004,504.0,454.0,2,92.0,216,2003.0,Attchd
8,2649,1479.0,1134,1075.0,1515,3.0,746.0,16900,10,7,NridgHt,2002,1110.0,404.0,2,130.0,0,2001.0,Attchd
8,2690,1765.0,886,0.0,1804,3.0,795.0,16451,9,5,NridgHt,2003,221.0,1765.0,2,112.0,268,2003.0,BuiltIn
9,1866,1858.0,0,372.0,1866,3.0,870.0,10110,7,0,NridgHt,2008,492.0,1486.0,2,58.0,0,2008.0,Attchd
7,1367,1367.0,0,20.0,1367,2.0,484.0,12304,6,3,NridgHt,2005,144.0,1347.0,2,135.0,0,2005.0,Attchd
9,1800,1800.0,0,1204.0,1800,3.0,944.0,8232,6,1,NridgHt,2008,714.0,596.0,2,89.0,210,2008.0,Attchd
8,1342,1342.0,0,846.0,1342,2.0,550.0,6240,6,2,NridgHt,2007,176.0,496.0,2,48.0,0,2007.0,Attchd
8,1342,1342.0,0,24.0,1342,2.0,550.0,6240,6,2,NridgHt,2007,196.0,1318.0,2,48.0,0,2007.0,Attchd
7,1626,764.0,862,0.0,764,2.0,474.0,2448,6,5,NridgHt,2004,106.0,764.0,2,36.0,0,2003.0,BuiltIn
7,1455,1415.0,0,1073.0,1455,3.0,644.0,3940,6,5,Blmngtn,2003,143.0,342.0,2,67.0,156,2003.0,Attchd
7,1576,1393.0,0,1087.0,1576,3.0,668.0,3940,7,4,Blmngtn,2004,24.0,306.0,2,67.0,143,2004.0,Attchd
7,1246,1146.0,0,0.0,1246,2.0,428.0,3710,5,1,Blmngtn,2008,20.0,1146.0,2,53.0,100,2007.0,Attchd
6,1515,789.0,702,0.0,813,2.0,393.0,9024,8,4,Gilbert,2004,0.0,789.0,2,80.0,0,2004.0,Attchd
7,1720,840.0,880,0.0,840,2.0,400.0,8010,7,6,Gilbert,2003,0.0,840.0,2,67.0,138,2002.0,BuiltIn
7,1986,847.0,1139,0.0,847,2.0,434.0,8396,9,5,Gilbert,2003,196.0,847.0,2,67.0,120,2003.0,BuiltIn
7,1358,1350.0,0,876.0,1358,2.0,484.0,7301,6,1,NridgHt,2008,176.0,474.0,2,55.0,192,2008.0,Attchd
7,1892,982.0,884,544.0,1008,2.0,431.0,8220,8,8,Gilbert,2001,647.0,438.0,2,71.0,108,2000.0,Attchd
7,1414,707.0,707,0.0,707,2.0,403.0,7750,6,6,Gilbert,2002,0.0,707.0,2,67.0,100,2002.0,Attchd
7,2322,1037.0,1285,870.0,1037,2.0,400.0,12460,8,9,Gilbert,2000,0.0,167.0,2,41.0,144,1999.0,BuiltIn
7,1651,831.0,778,0.0,873,2.0,450.0,8390,7,9,Gilbert,1999,0.0,831.0,2,77.0,0,1999.0,BuiltIn
8,2199,1173.0,1017,0.0,1182,2.0,516.0,9660,9,11,NoRidge,1997,1290.0,1173.0,2,84.0,0,1997.0,Attchd
9,2172,1519.0,639,0.0,1533,3.0,687.0,11000,8,8,NoRidge,2000,295.0,1519.0,2,67.0,162,2000.0,BuiltIn
8,2006,1982.0,0,1660.0,2006,3.0,938.0,11675,5,10,NoRidge,1998,495.0,322.0,2,136.0,144,1998.0,Attchd
7,2125,1064.0,1061,851.0,1064,2.0,576.0,10990,12,12,NoRidge,1997,0.0,213.0,2,97.0,168,1996.0,Attchd
8,2501,1242.0,1250,0.0,1251,3.0,751.0,11929,9,13,NoRidge,1995,466.0,1242.0,2,67.0,192,1995.0,Attchd
7,2197,1080.0,1089,228.0,1108,3.0,783.0,10010,9,15,NoRidge,1994,320.0,0.0,2,91.0,385,1993.0,Attchd
7,1578,1578.0,0,1096.0,1578,3.0,642.0,13253,7,2,Somerst,2006,128.0,482.0,2,74.0,0,2006.0,Attchd
8,1861,1341.0,520,0.0,1341,3.0,851.0,9801,7,1,Somerst,2007,156.0,1341.0,3,73.0,144,2007.0,BuiltIn
8,1874,955.0,919,729.0,955,3.0,880.0,9428,8,1,Somerst,2008,310.0,226.0,2,80.0,168,2007.0,Attchd
8,1460,1460.0,0,666.0,1460,2.0,480.0,10037,6,2,Somerst,2007,0.0,794.0,2,87.0,0,2006.0,Attchd
8,1372,1363.0,0,24.0,1372,2.0,588.0,8640,6,1,Somerst,2008,0.0,1339.0,2,72.0,192,2008.0,Attchd
8,1660,1660.0,0,0.0,1660,3.0,660.0,10625,7,1,Somerst,2007,292.0,1660.0,2,85.0,133,2007.0,Attchd
7,1218,1218.0,0,902.0,1218,2.0,462.0,7500,6,1,Somerst,2008,210.0,316.0,2,62.0,168,2008.0,Attchd
6,1696,835.0,861,80.0,835,2.0,542.0,10110,7,5,SawyerW,2003,0.0,200.0,2,68.0,143,2003.0,Attchd
7,1663,835.0,828,0.0,835,2.0,478.0,12774,8,5,SawyerW,2004,95.0,835.0,2,67.0,168,2003.0,Attchd
6,1175,1175.0,0,80.0,1175,0.0,0.0,13072,6,3,SawyerW,2006,126.0,1095.0,1,63.0,0,1979.0,missing
7,1162,1162.0,0,0.0,1162,2.0,483.0,9260,6,1,SawyerW,2007,0.0,1162.0,2,81.0,0,2007.0,Attchd
6,1609,754.0,855,362.0,754,2.0,525.0,8453,6,13,SawyerW,1995,38.0,392.0,2,65.0,0,1995.0,Attchd
6,1680,886.0,794,602.0,886,2.0,474.0,8480,7,15,SawyerW,1994,120.0,284.0,2,50.0,144,1993.0,Attchd
7,1657,832.0,825,537.0,832,2.0,483.0,14565,6,14,SawyerW,1995,145.0,295.0,2,43.0,144,1994.0,Attchd
6,1677,827.0,850,472.0,827,2.0,627.0,8450,7,7,SawyerW,2001,0.0,355.0,2,65.0,0,2001.0,Attchd
7,1737,836.0,893,397.0,844,2.0,506.0,8285,7,16,SawyerW,1992,0.0,439.0,2,75.0,192,1992.0,Attchd
5,984,984.0,0,53.0,984,1.0,384.0,9100,5,45,Sawyer,1963,0.0,132.0,1,70.0,145,1963.0,Attchd
5,864,864.0,0,764.0,864,1.0,420.0,8100,5,47,Sawyer,2007,0.0,100.0,1,75.0,132,1962.0,Detchd
5,890,890.0,0,890.0,890,1.0,308.0,8450,5,40,Sawyer,1968,0.0,0.0,1,65.0,0,1970.0,Detchd
5,864,864.0,0,489.0,864,1.0,276.0,6360,5,45,Sawyer,1963,0.0,375.0,1,60.0,0,1963.0,Attchd
6,1430,1430.0,0,800.0,1430,2.0,484.0,19508,6,34,Veenker,1974,144.0,630.0,2,95.0,117,1974.0,Attchd
5,1641,1001.0,640,190.0,1001,2.0,490.0,10759,5,36,Sawyer,1972,0.0,0.0,2,70.0,0,1972.0,Detchd
6,2683,930.0,1319,704.0,1364,2.0,473.0,9205,9,18,NoRidge,1991,304.0,226.0,2,67.0,237,1990.0,Attchd
9,2786,1848.0,959,520.0,1827,2.0,636.0,11025,10,15,NoRidge,1994,568.0,1328.0,2,105.0,294,1993.0,Attchd
7,1245,1235.0,0,24.0,1245,2.0,495.0,3435,5,4,Somerst,2005,0.0,1211.0,2,37.0,0,2004.0,Attchd
6,1200,600.0,600,390.0,600,2.0,480.0,3180,5,3,Somerst,2005,0.0,210.0,2,30.0,0,2005.0,Detchd
7,1392,689.0,689,0.0,703,2.0,540.0,3180,5,1,Somerst,2007,0.0,689.0,2,30.0,0,2007.0,Detchd
6,1549,744.0,792,550.0,757,2.0,440.0,2280,6,9,Somerst,1999,216.0,194.0,2,24.0,0,1999.0,Detchd
9,1638,1614.0,0,1027.0,1638,2.0,495.0,4765,5,8,Somerst,2000,260.0,587.0,2,67.0,230,2000.0,Attchd
9,1310,1310.0,0,1004.0,1310,2.0,545.0,4538,5,7,Somerst,2001,179.0,306.0,1,67.0,277,2001.0,Attchd
9,1419,1419.0,0,964.0,1419,2.0,588.0,4385,5,7,Somerst,2001,0.0,455.0,1,42.0,155,2001.0,Attchd
9,1557,1557.0,0,1141.0,1557,2.0,484.0,4109,5,9,Somerst,2000,260.0,416.0,2,35.0,124,1999.0,Attchd
7,1404,672.0,720,600.0,684,2.0,462.0,2160,5,9,Somerst,2000,216.0,72.0,2,24.0,20,1999.0,Detchd
7,1789,858.0,917,681.0,872,2.0,546.0,10646,7,7,Somerst,2001,513.0,177.0,2,79.0,0,2001.0,Attchd
8,1586,960.0,624,612.0,962,2.0,480.0,2645,7,9,Somerst,1999,466.0,348.0,2,24.0,169,1999.0,Detchd
8,1607,960.0,645,813.0,962,2.0,480.0,2645,7,9,Somerst,2000,456.0,147.0,2,24.0,169,2000.0,Detchd
10,2393,970.0,924,128.0,1469,2.0,846.0,3951,7,10,Somerst,1999,0.0,0.0,2,36.0,0,1998.0,Attchd
8,1239,1230.0,0,560.0,1239,2.0,477.0,11064,4,13,Veenker,1995,0.0,0.0,1,22.0,172,1995.0,Attchd
9,2944,994.0,1345,410.0,1599,3.0,864.0,24572,9,31,Veenker,1977,1050.0,584.0,2,67.0,140,1977.0,Attchd
8,1671,1426.0,0,1044.0,1671,2.0,550.0,16280,6,32,Veenker,2007,0.0,0.0,3,103.0,280,1976.0,Attchd
7,1812,952.0,860,0.0,952,2.0,469.0,7500,7,6,Somerst,2002,0.0,952.0,2,67.0,144,2002.0,Attchd
6,1427,1427.0,0,828.0,1427,2.0,516.0,11104,7,39,NWAmes,1969,0.0,599.0,2,67.0,0,1969.0,Attchd
6,1740,1740.0,0,301.0,1740,2.0,512.0,11050,8,40,NWAmes,1968,0.0,1439.0,1,85.0,25,1968.0,Attchd
7,1620,1620.0,0,603.0,1620,2.0,578.0,15387,8,41,NWAmes,1967,0.0,723.0,2,67.0,0,1967.0,Attchd
5,1625,1625.0,0,0.0,1625,2.0,484.0,9750,8,43,NWAmes,1965,0.0,1625.0,2,75.0,0,1965.0,Detchd
5,1464,732.0,732,732.0,732,2.0,470.0,8814,7,40,NAmes,1968,0.0,0.0,1,73.0,0,1968.0,Attchd
5,925,912.0,0,260.0,925,2.0,576.0,8125,5,43,NAmes,2005,0.0,196.0,1,65.0,233,1978.0,Detchd
5,1728,1728.0,0,0.0,1728,2.0,576.0,11072,10,43,NAmes,1965,0.0,1728.0,2,72.0,0,1987.0,Detchd
7,1670,825.0,825,583.0,845,2.0,464.0,13355,7,37,NWAmes,1971,0.0,242.0,1,67.0,0,1971.0,Attchd
5,1014,0.0,0,0.0,1014,1.0,267.0,7785,6,52,NAmes,1956,0.0,0.0,1,74.0,0,1956.0,Attchd
5,1114,1114.0,0,0.0,1114,2.0,451.0,9900,5,47,NAmes,1961,0.0,1114.0,1,90.0,0,1961.0,Attchd
5,1118,1118.0,0,528.0,1118,1.0,264.0,11332,6,48,NAmes,2000,0.0,590.0,1,67.0,290,1960.0,Attchd
4,906,348.0,453,120.0,453,1.0,231.0,4882,5,71,BrkSide,1950,0.0,228.0,1,50.0,0,1937.0,Basment
5,1496,1296.0,0,658.0,1496,2.0,450.0,9600,6,48,NAmes,1960,203.0,638.0,2,80.0,0,1960.0,Attchd
5,1337,572.0,0,32.0,1337,1.0,264.0,9600,7,58,NAmes,2006,0.0,232.0,1,80.0,0,1950.0,Attchd
5,1036,1036.0,0,531.0,1036,1.0,312.0,7584,5,55,NAmes,1953,88.0,505.0,1,63.0,120,1953.0,Attchd
6,1988,1104.0,884,575.0,1104,2.0,480.0,14670,9,42,NAmes,1999,410.0,529.0,2,90.0,0,1966.0,Attchd
5,1176,1176.0,0,621.0,1176,1.0,292.0,8856,6,51,NAmes,1957,143.0,503.0,1,74.0,0,1957.0,Attchd
5,1440,1248.0,0,1053.0,1440,1.0,480.0,9840,7,49,NAmes,1998,0.0,195.0,2,82.0,150,1959.0,Attchd
6,1570,1395.0,0,958.0,1570,2.0,441.0,13200,5,50,NAmes,1958,187.0,437.0,1,90.0,490,1958.0,Attchd
5,1104,1104.0,0,774.0,1104,1.0,384.0,10425,5,52,NAmes,1958,0.0,330.0,1,75.0,0,1956.0,Attchd
5,882,720.0,0,148.0,882,1.0,240.0,11556,4,56,NAmes,1952,52.0,572.0,1,60.0,0,1952.0,Attchd
5,1152,1152.0,0,500.0,1152,2.0,636.0,9373,6,55,NAmes,1953,84.0,456.0,1,102.0,0,1971.0,Detchd
5,950,984.0,0,624.0,950,2.0,400.0,12774,5,55,NAmes,1953,0.0,232.0,1,67.0,0,1953.0,Detchd
6,1790,998.0,0,0.0,1790,2.0,540.0,14250,6,51,NAmes,1957,360.0,998.0,2,95.0,0,1957.0,Attchd
5,1764,0.0,0,0.0,1764,1.0,301.0,8838,7,51,NAmes,1982,0.0,0.0,2,71.0,0,1957.0,Attchd
